formula,image
"\langle \Theta ( x ) \ \Theta ( y ) \rangle = { \frac { 2 ^ { 1 3 } \cdot 3 ^ { 3 } \cdot 5 } { \pi ^ { 3 } } } \, \, \frac { \beta ^ { 2 } [ \lambda ( t ) ] f [ \lambda ( t ) ] } { | x - y | ^ { 1 2 } } ~ , ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ \mathrm { f o r } ~ ~ x \neq y ,",4c9ed272d9.png
"V _ { \mathrm { s t a t } } ^ { \mathrm { L R } } = \frac { 1 } { 2 } \sigma \, ( r _ { 1 2 } + r _ { 2 3 } + r _ { 3 1 } )",511af7f448.png
"Q ( x , \psi ) = x _ { 1 } ^ { d _ { 1 } } + \cdots + x _ { d + 1 } ^ { d _ { d + 1 } } - k \psi \cdot x _ { 1 } \cdots x _ { d + 1 } ,",4fade9d45b.png
"\bar { H } _ { \mathrm { g } } = H _ { \mathrm { g } } ( q ^ { r } , p ^ { r } ) + \lambda _ { a } ^ { ( 1 ) r _ { a } } \pi _ { a } ^ { r _ { a } } + \lambda _ { a } ^ { ( 2 ) r _ { a } } \psi _ { a } ^ { r _ { a } } + \lambda _ { a } ^ { ( 3 ) } \theta _ { a } + \lambda _ { a } ^ { ( 4 ) } \gamma _ { a } ,",5ced0b6e06.png
( a _ { i j } ) = \left( \begin{array} { l l } { 2 } & { - 1 } \\ { - 1 } & { 0 } \\ \end{array} \right) .,2002a31c69.png
d s ^ { 2 } = R _ { h } ^ { 2 } \left[ d \chi ^ { 2 } + \operatorname { s i n h } ^ { 2 } ( \chi ) \left( d \alpha ^ { 2 } + \operatorname { s i n } ^ { 2 } ( \beta ) d \beta ^ { 2 } \right) \right],65504a130e.png
"\beta ^ { I } = - G ^ { I J } ( \phi ) { \frac { \partial } { \partial \phi ^ { J } } } \, \operatorname { l o g } ( { a \, \langle T \rangle + U ( \phi ) } )",1de15504a5.png
"\nabla ^ { 2 } \Phi ^ { X } + \nabla _ { \mu } \psi \nabla ^ { \mu } \Phi ^ { X } = \frac { ( q - 1 ) } { R ^ { 2 } } ( e ^ { - 2 \Phi ^ { X } } - e ^ { - 2 \psi } ) ,",1e244f5909.png
"\Delta _ { + } = - ( \beta ^ { - 1 } \partial _ { \mu } \beta ) ( \beta \partial _ { \mu } \beta ^ { - 1 } ) \quad \mathrm { a n d } \quad \Delta _ { - } = - ( \beta \partial _ { \mu } \beta ^ { - 1 } ) ( \beta ^ { - 1 } \partial _ { \mu } \beta ) \, ,",2feda5cee2.png
"\frac { \delta a } { a _ { p h y s } } = \frac { C _ { 2 } ^ { \infty } } { C _ { 1 } } ,",34a988525a.png
{ \cal A } ^ { 0 } = - \frac { 1 } { 1 6 \pi } \int d ^ { 4 } x F _ { \mu \nu } ( x ) F ^ { \mu \nu } ( x ) + \int d ^ { 4 } x { \bar { \psi } } ( x ) ( i \partial _ { \mu } \gamma ^ { \mu } - m ) \psi ( x ) .,7cd6b7823a.png
"\chi ( \tilde { \cal M } _ { k } ) = \sum _ { i = 0 } ^ { 4 ( k - 1 ) } \ \sum _ { p = 0 } ^ { k - 1 } \delta _ { i , 2 k - ( p , q ) } = k",10fd6c9d3b.png
"T r : e x p i ( 2 \pi F ) = \sum _ { j = 0 } ^ { M - 1 } [ e x p i ( { \frac { 2 \pi j n } { { M } } } ) ] = 0 , \quad",6a1355bfe2.png
"{ \frac { d { Q } } { d \operatorname { l n } { \rho } } } = { \frac { g _ { s } } { 2 \pi } } \, { \widehat C _ { I J } m ^ { I } m ^ { J } } \propto \, { \beta _ { i } \bar { \beta } _ { j } \, G ^ { i j } } ~ ,",6c70a91560.png
B = \int _ { 0 } ^ { x _ { \mathrm { m i n } } } \rho _ { B } d x + \int _ { x _ { \mathrm { m i n } } } ^ { \infty } \rho _ { B } d x \nonumber,77d2fb4eb6.png
t _ { E Q } \sim \frac { M _ { p l } } { T _ { E Q } ^ { 2 } } \ .,4099955659.png
x _ { \mu } ~ \longrightarrow ~ \frac { x _ { \mu } } { x ^ { 2 } },7c77facebb.png
"M e _ { \nu } ( z , h ) = \alpha _ { \nu } ( h ) M _ { \nu } ^ { ( 1 ) } ( z , h )",3870f36b0a.png
\lambda _ { l } ^ { n } = \lambda _ { c } ^ { n } + i [ n + 1 - 2 l + \frac { \pi } { 2 \gamma } ( 1 - v _ { s } v _ { n } ) ],1321dfa636.png
"\left[ { \alpha } _ { m } ^ { \mu } , { \alpha } _ { n } ^ { \nu } \right] = m { \delta } _ { m + n } { \eta } ^ { \mu \nu }",49ddb5edd3.png
"\Delta _ { n } ( \epsilon ) g = \int _ { \cal C } { \frac { d t } { 2 \pi i } } t ^ { - n - 1 } \delta ( \epsilon , t ) g ,",20e5eb8023.png
"\gamma B _ { a } ^ { 0 i } = \partial _ { j } \eta _ { a } ^ { ( 2 ) i j } , \; \gamma B _ { a } ^ { i j } = \eta _ { a } ^ { ( 1 ) i j } , \; \gamma H _ { i } ^ { a } = C _ { i } ^ { ( 1 ) a } , \; \gamma H _ { 0 } ^ { a } = - \partial ^ { i } C _ { i } ^ { ( 2 ) a } ,",58522752a3.png
"D _ { i } = \partial _ { i } + e ( \partial _ { j } A _ { i } ) \, \tilde { \partial } _ { j }",2e80f95614.png
"H ^ { 2 } = - H \frac { \dot { d _ { 0 } } } { d _ { 0 } } + \frac { \kappa ^ { 2 } ( \rho _ { 1 } + \rho _ { 2 } ) } { 6 d _ { 0 } } ,",3daffde15e.png
\partial _ { x _ { _ \perp } } ^ { 2 } H _ { p } ( x _ { _ \perp } ) = 0 .,a960f0d483.png
"\psi = \psi _ { + } + \psi _ { - } , \qquad \psi _ { \pm } = P _ { \pm } \psi , \qquad P _ { \pm } = \frac { 1 } { 4 } \gamma _ { \mp } \gamma _ { \pm } \; ,",78388c122c.png
"F _ { \alpha \beta } = \partial _ { \alpha } A _ { \beta } - \partial _ { \beta } A _ { \alpha } + [ A _ { \alpha } , A _ { \beta } ] _ { \star }",1e3d03189c.png
"\Omega ^ { 2 } = ( c X _ { 1 } X _ { 2 } ) ^ { 1 / 4 } / \rho , \hspace { 1 c m } c = \operatorname { c o s h } m",7840a3cb63.png
{ \cal T } _ { \sigma } = { \cal T } _ { C } ( X ) \otimes { \cal T } _ { C } ( Y ),3c69b7b0e2.png
"( \alpha _ { 0 } ^ { I } ) _ { i j } = \frac { 1 } { \pi \sqrt { 2 \alpha ^ { \prime } } } [ X ^ { I } , \cdot \ ] _ { i j } \ .",1c30697876.png
"\frac { 1 } { 2 \pi } \int _ { - \infty } ^ { \infty } \operatorname { l n } \left( 1 - e ^ { - a \sqrt { 1 + k ^ { 2 } } } \right) \frac { d \delta _ { s _ { \parallel , \perp } } ( k ) } { d k } d k",3d5173adba.png
\bar { \partial } _ { \dot { \alpha } } ^ { + } \theta ^ { \prime } { } ^ { \beta } = 0,66fbeaadc3.png
S \sim \left( N ^ { 2 + \frac { 3 } { 5 } } E ^ { 3 } \right) ^ { \frac { 1 } { 4 } } \; .,1532c71612.png
"b \omega _ { + } = q \omega _ { + } b , ~ ~ ~ ~ d \omega _ { + } = q \omega _ { + } d + \mu \omega _ { 0 } b ,",135b7e68ed.png
"r _ { + } ^ { 2 } = \frac { l ^ { 2 } } { 2 } \left( 1 \pm \sqrt { 1 - \frac { 4 \tilde { \alpha } } { l ^ { 2 } } } \right) ,",3d28f96cce.png
\nabla ^ { ( H ) } Z _ { A B } = Z _ { I } P _ { A B } ^ { I },acf4358da0.png
"d \omega \equiv \left[ g ^ { D } ( d X , d X ) \right] ^ { \frac { 1 } { 2 } } .",74b9a16ada.png
"s _ { a } = 2 \frac { ( s \xi ) } { \zeta ^ { 2 } } \xi _ { a } + 2 \frac { ( s \bar { \xi } ) } { \zeta ^ { 2 } } \bar { \xi } _ { a } - ( s n ) n _ { a } , \qquad \zeta = 1 - z \bar { z }",2233f4b015.png
( \sum _ { i = 1 } ^ { N } a _ { i } \theta _ { i } ) ^ { p + 1 } = 0 \; .,72586ce90c.png
k _ { 2 } ^ { \mu } [ T _ { \mu \nu } ^ { ( 1 ) a b } + T _ { \mu \nu } ^ { ( 2 ) a b } ] = - g ^ { 2 } f ^ { a b c } \overline { { v } },5019c62bf3.png
"{ F } _ { \mathrm { r e n } } ^ { \infty } = - \frac 1 { 8 \pi ^ { 2 } } \int \! { \mathrm d } ^ { 3 } x \, { g } ^ { 1 / 2 } { \mathrm t r } \Big \{ R _ { i j } \gamma _ { 1 } ( - \triangle ) R ^ { i j } + R \gamma _ { 2 } ( - \triangle ) R + { \mathrm { O } } [ \Re ^ { 3 } ] \Big \} .",69f7e9ccf2.png
\partial _ { \rho } G _ { \mu \nu } = \partial _ { \rho } G _ { \mu \nu } ^ { ( 0 ) } + \gamma _ { \mu \nu } u _ { \rho } \theta ( u ) .,7139e6b6c4.png
G _ { \mathrm { \tiny ~ m u l t i p l e t } } = U ( 1 ) \times S U ( 2 ) \times S U ( 2 j + 1 ) _ { f } \times C P .,33561ebcc0.png
d A = \sqrt { E G - F ^ { 2 } } \hspace { 0 . 2 c m } d u \hspace { 0 . 1 c m } d v = | \operatorname { s i n } \phi | \hspace { 0 . 2 c m } d u \hspace { 0 . 1 c m } d v,7cf6a5cd8c.png
"z _ { * } = f ^ { - 1 } ( 1 / r ) = F ( 1 / r ) \, , \quad \alpha _ { * } = r \, .",6fbe5abccb.png
"d S \equiv 2 i \, d z \, d \bar { z } / \left( 1 + | z | ^ { 2 } \right) ^ { 2 }",77d8b27e5e.png
"\stackrel { . } { \theta } ^ { a } = \left\{ \theta ^ { a } , H _ { 2 } ^ { \left( 1 \right) } \right\} = 0 ,",55fb69ef75.png
\alpha _ { w e a k } ^ { u _ { R } } = \frac { 4 } { 9 } \alpha _ { e l } \frac { \operatorname { s i n } ^ { 2 } \theta _ { W } } { \operatorname { c o s } ^ { 2 } \theta _ { W } } .,6cfb18298c.png
"c ^ { a } = \hat { \eta } ^ { a } \ \ \ , \ \ \ b _ { a } = \frac { i } { \hbar } \hat { { \cal P } } _ { a } \ \ \ , \ \ \ a = 1 , 2 \ \ \ ,",364367d4ca.png
"\begin{array} { l } { \delta \theta ^ { \alpha } = \epsilon ^ { \alpha } , \qquad \delta \bar { \theta } _ { \alpha } = \bar { \epsilon } _ { \alpha } , } \\ { \delta x ^ { \bar { \mu } } = - i \bar { \epsilon } _ { \alpha } \tilde { \Gamma } ^ { { \bar { \mu } } \alpha \beta } \bar { \theta } _ { \beta } + i \epsilon ^ { \alpha } \Gamma _ { \alpha \beta } ^ { \bar { \mu } } \theta ^ { \beta } , \qquad \delta x ^ { 1 1 } = 0 , } \\ \end{array}",54ecd49027.png
"u = \phi _ { A B } \phi _ { B A } , v = \phi _ { A C } \phi _ { C A } , w = \phi _ { A D } \phi _ { D A } , t = \phi _ { A B } \phi _ { B D } \phi _ { D A }",6bf1f71956.png
"Z _ { \alpha _ { 1 } , j } ^ { \alpha _ { 0 } } R _ { \beta _ { 0 } } ^ { j } + F _ { \beta _ { 0 } \gamma _ { 0 } } ^ { \alpha _ { 0 } } Z _ { \alpha _ { 1 } } ^ { \gamma _ { 0 } } = - Z _ { \gamma _ { 1 } } ^ { \alpha _ { 0 } } G _ { \beta _ { 0 } \alpha _ { 1 } } ^ { \gamma _ { 1 } } ,",1c275ce7be.png
\Gamma ^ { \mu _ { 1 } . . . \mu _ { k } } \equiv { \frac { 1 } { k ! } } \Gamma ^ { [ \mu _ { 1 } } . . . \Gamma ^ { \mu _ { k } ] },5ea177bd59.png
"\left( M ^ { T } \overline { M } \right) _ { j k } = 2 \pi D _ { j j } K _ { N } ( \theta _ { j } , \theta _ { k } ) \bar { D } _ { k k }",c5a5e86be4.png
"\Psi _ { \bf D } \rightarrow \operatorname { e x p } { ( \phi _ { 1 } E _ { 1 } - \theta _ { 2 } E _ { 2 } + \phi _ { 3 } E _ { 3 } + \theta _ { 1 } F _ { 1 } + \phi _ { 2 } F _ { 2 } + \theta _ { 3 } F _ { 3 } ) } \cdot \Psi _ { \bf D } ,",31eb5311ab.png
\Delta ( \varphi ) = \varphi + \tilde { \varphi },5554b8bafe.png
"F _ { 1 2 } = 2 \pi i / ( L _ { 1 } L _ { 2 } ) \tau _ { 3 } \, , \, F _ { 3 4 } = 2 \pi i / ( L _ { 3 } L _ { 4 } ) \tau _ { 3 }",ae2dfab323.png
"\left( d - { \textstyle \frac { 1 } { 4 } } \omega _ { a b } \gamma ^ { a b } + \Omega \right) \kappa = 0 \, .",57ee5200eb.png
"F _ { \mu _ { 1 } \mu _ { 2 } \mu _ { 3 } \mu _ { 4 } } = e \, \epsilon _ { \mu _ { 1 } \mu _ { 2 } \mu _ { 3 } \mu _ { 4 } }",c2815087ca.png
w _ { R } ( E ) \simeq { \frac { 1 } { \sigma _ { R } \sqrt { \pi } } } e ^ { - { \frac { ( E - E _ { R } ) ^ { 2 } } { \sigma _ { R } ^ { 2 } } } } ~ ~ ~ .,c93811c0a1.png
{ \cal H } = { \frac { 1 } { 2 } } ( \pi _ { \phi } - e A _ { 1 } ) ^ { 2 } + { \frac { 1 } { 2 } } \pi _ { 1 } ^ { 2 } + { \frac { 1 } { 2 } } \phi ^ { 2 } + \pi _ { 1 } A _ { 0 } ^ { \prime } + e \phi ^ { \prime } A _ { 0 } + { \frac { 1 } { 2 } } a e ^ { 2 } ( A _ { 0 } ^ { 2 } - A _ { 1 } ^ { 2 } ) .,6b8fd26512.png
"\sum _ { i = 1 } ^ { 3 } T r ( \gamma _ { \theta , 7 _ { i } } ) + 3 T r ( \gamma _ { \theta , 3 } ) = 0 .",3347106f6c.png
"| \Upsilon | = M ^ { - 1 } | Z _ { 1 } Z _ { 2 } | \, .",380771147a.png
d s ^ { 2 } \rightarrow - K _ { \tau } e ^ { ( \lambda _ { 1 } - \lambda _ { 3 } - 6 ) \tau } d \tau ^ { 2 } + K _ { x } e ^ { - ( \lambda _ { 3 } + 2 ) \tau } d \vec { x } ^ { 2 } + K _ { y } e ^ { ( \lambda _ { 1 } - 2 ) \tau } d \vec { y } ^ { 2 },7e29bd9b2b.png
"\hat { \varrho } _ { \mathrm { f l d } } = \hat { \varrho } _ { m } \left[ 1 + \zeta \left( { \frac { \hat { c } } { c } } \right) ^ { 2 } \right] + \hat { \varrho } _ { r } \left( { \frac { \hat { c } } { c } } \right) ^ { 2 } , \ \ \ \ \ \ \ \hat { \wp } _ { \mathrm { f l d } } = { \frac { 1 } { 3 } } \hat { \varrho } _ { r } \left( { \frac { \hat { c } } { c } } \right) ^ { 2 } ,",462d961136.png
d e t \left| \begin{array} { c c c } { Q ( \lambda - 3 i / 2 ) } & { Q ( \lambda \pm i / 2 ) } & { Q ( \lambda + 3 i / 2 ) } \\ { P ( \lambda - 3 i / 2 ) } & { P ( \lambda \pm i / 2 ) } & { P ( \lambda + 3 i / 2 ) } \\ { R ( \lambda - 3 i / 2 ) } & { R ( \lambda \pm i / 2 ) } & { R ( \lambda + 3 i / 2 ) } \\ \end{array} \right| = T ^ { \pm } ( \lambda ) .,20ecb2fa17.png
"\left[ - [ f ( p ) \partial _ { p } ] ^ { 2 } - \xi ^ { 2 } + 2 \, a ( i \, f ( p ) \partial _ { p } - \xi ) + 2 \, b ( v ( p ) - \gamma ) - \mu ^ { 2 } \right] \Psi ( p ) = 0",3077d2b5c5.png
\left( \frac { i \phi } { { 2 \pi } } \right) ^ { 2 n } \int _ { M } \mathrm { e } ^ { i \phi H } \frac { \omega ^ { n } } { n ! } = \sum _ { d H = 0 } \frac { \mathrm { e } ^ { i \phi H } { { \sqrt { \operatorname* { d e t } \omega } } } } { \sqrt { \operatorname* { d e t } \mathrm { P f } H } } .,26c18afc01.png
"\left. \prod _ { p \in Y _ { j } } \, \frac { e \beta } { 1 - \frac { e \beta } { 2 } } \leq e ^ { - N _ { p } ( Y _ { j } ) \, \operatorname { l o g } ( \frac { 1 } { 2 e \beta } ) } \ \ \ \ \ \ \ \ \ \ \mathrm { f o r } \ \ \ \beta < \frac { 1 } { e } \ , \right.",3b31ac97eb.png
"\frac { \partial \Sigma } { \partial m } = \mathcal { B } _ { \Sigma } \Lambda \; ,",34ff47642d.png
"L _ { 0 } = \mathrm { D i a g o n a l } ( 0 , 2 , 3 , 4 , 4 , 5 , 5 , 6 , 6 , 6 , 6 , 7 , 7 , 7 , 7 , 8 , 8 , 8 , 8 , 8 , 8 , 8 , \ldots )",2bdee6dc8c.png
"\phi _ { i } = \left( \begin{array} { c c c c c } { a _ { i } ^ { 1 } } & { } & { } & { } & { } \\ \end{array} \right) ,",5aac83a092.png
z _ { \nu } ^ { ( 3 ) } + p \ddot { z } _ { \nu } + q \dot { z } _ { \nu } + r \lambda _ { \nu } = 0 \; .,49619f5e38.png
"\partial _ { \mu } V _ { \mu } ^ { a } = 0 , ~ ~ ~ ~ ~ ~ \partial _ { \mu } W _ { 5 \mu } ^ { a } = 0 .",5ef7f48e2f.png
"u _ { t _ { 2 n + 1 } } = { \cal K } _ { 2 n + 1 } , ( n = 1 , 2 , \cdots ) .",24d694e788.png
t _ { 2 } = \operatorname { t a n } \left( \frac { \pi } { 2 4 } \right) T _ { 0 } T _ { 2 } T _ { 3 } / \sqrt { 3 } = \operatorname { t a n } \left( \frac { \pi } { 2 4 } \right) \operatorname { t a n } \left( \frac { 5 \pi } { 2 4 } \right) \operatorname { t a n } \left( \frac { \pi } { 1 2 } \right),4ebb99e904.png
"\theta ^ { \prime } ( u ^ { \prime } ) = D ( \Lambda , u ) \theta ( u ) D ^ { - 1 } ( \Lambda , u ) .",76d8be8e91.png
"y _ { \alpha _ { 1 } } = \left( \begin{array} { c } { \pi } \\ { \varphi } \\ \end{array} \right) ,",6a91cc4050.png
g | \Lambda \rangle = \xi h | \Lambda \rangle = \xi | \Lambda \rangle e ^ { i \phi ( h ) } .,61db95d2d5.png
\langle 0 | ( X _ { 1 1 } ^ { 1 } ) ^ { 2 } | 0 \rangle \langle 0 | ( P _ { 1 1 } ^ { 1 } ) ^ { 2 } | 0 \rangle \geq 1 \ .,1b430de29b.png
"\sum _ { i = 1 } ^ { d + 2 } { x _ { i } } ^ { ( d + 2 ) } - ( d + 2 ) \, \psi \, { x _ { 1 } x _ { 2 } \cdot \cdot \cdot x _ { d + 2 } } = 0",4c50fe07a5.png
"\Delta s = \left( \frac { g _ { \star \mathrm { R H } } } { g _ { \star \mathrm { d o m } } } \right) ^ { 1 / 4 } \, \left( \frac { H _ { \mathrm { d o m } } } { H _ { \mathrm { R H } } } \right) ^ { [ 4 - 3 ( 1 + w ) ] / [ 2 ( 1 + w ) ] } \, \Omega _ { r } ^ { - 3 / 4 } .",21983b6f45.png
"\Delta S _ { M } ^ { \mathrm { n l } } ( \lambda = 0 ) = \frac { 5 M \kappa ^ { 2 } } { 1 5 3 6 \pi ^ { 2 } } \int d ^ { 4 } x \sqrt { - g } R \operatorname { l n } ( - \nabla ^ { 2 } ) \delta ^ { 3 } ( { \bf x } ) ,",2ee1cccd98.png
"C _ { S R G } ^ { ( g ) } = \frac { 1 } { \sqrt { X } } X ^ { + } X ^ { - } - 8 \lambda ^ { 2 } \sqrt { X } \, .",68d27e4c6b.png
"\Phi ( \omega ) \sim { \frac { 2 \omega ^ { D - 2 } } { ( 4 \pi ) ^ { ( D - 1 ) / 2 } } } \sum _ { n = 0 } ^ { \infty } { \frac { c _ { n } } { \Gamma \left( { \frac { D - 1 } { 2 } } - n \right) } } \omega ^ { - 2 n } ,",5c7818e9bb.png
T ^ { 0 } = \frac { 1 } { 4 \pi \kappa _ { B } k } \frac { ( d - 2 k - 1 ) } { r _ { + } } .,36fabb1629.png
"\Lambda = D _ { 0 } \otimes \Lambda _ { 2 p } ^ { C } = \mathrm { d i a g } \left( d _ { 1 } \Lambda _ { 2 p } ^ { C } , \ldots , d _ { s } \Lambda _ { 2 p } ^ { C } \right) .",2cb4925807.png
"c ( z ) \equiv ( a \ast b ) ( z ) = \left( e ^ { \pi i \theta ^ { j k } \frac { \partial } { \partial x ^ { j } } \frac { \partial } { \partial y ^ { k } } } a ( x ) b ( y ) \right) _ { x = y = z } \, .",320edfe252.png
"J ~ \equiv ~ \epsilon ^ { \alpha \beta \gamma \delta } \epsilon _ { a b c d e } \phi ^ { e } \nabla _ { \alpha } \phi ^ { a } \nabla _ { \beta } \phi ^ { b } \nabla _ { \gamma } \phi ^ { c } \nabla _ { \delta } \phi ^ { d } ~ ,",18c66a0966.png
"\int _ { \beta } \Omega ^ { ( 1 , 0 ) } = \frac { \sqrt { 6 } } { \pi } ( \pm \sqrt { B ^ { \prime } } ) ^ { - 1 / 2 } \, ( \pm k _ { \mp } ^ { 2 } ) ^ { - 1 / 2 } \, \, { \bf K } ( k _ { \mp } ^ { - 2 } )",432b66ec70.png
"{ \frac { d H _ { 2 } } { d t } } = \nu \int \sp { 1 / a } k \sp 2 H _ { k } d k \propto \nu a \sp { - 6 - 4 \Delta _ { \psi } } \propto \nu \sp { \frac { 3 + \Delta _ { \phi } + \Delta _ { \psi } } { \Delta _ { \phi } - \Delta _ { \psi } } } \, .",34a146d5cb.png
"X \Psi _ { n _ { 1 } n _ { 2 } m } ( \mu , \nu , \varphi ; \delta _ { 1 } , \delta _ { 2 } ) = - \alpha \frac { n _ { 1 } - n _ { 2 } + \frac { \delta _ { 1 } - \delta _ { 2 } } { 2 } } { n + \frac { \delta _ { 1 } + \delta _ { 2 } } { 2 } } \, \Psi _ { n _ { 1 } n _ { 2 } m } ( \mu , \nu , \varphi ; \delta _ { 1 } , \delta _ { 2 } ) ,",78087b54d2.png
v ( \infty ) = \frac { L ^ { 2 } } { 4 \pi ^ { 2 } } \int \mathrm { T r } \; F _ { ( \infty ) } ^ { 2 } = 1 .,6ca4ebfe75.png
"V ( \Phi ) = \frac { m ^ { 2 } } { 2 } | \Phi | ^ { 2 } + \frac { \lambda } { 4 ! } | \Phi | ^ { 4 } ,",45a0218f89.png
"j _ { [ e , m , b ] } ^ { \nu } = j _ { [ e ] } ^ { \nu } + j _ { [ m ] } ^ { \nu } * K _ { [ e ] } + j _ { [ b ] } ^ { \nu } * \varepsilon _ { 0 } * K _ { [ v ] }",111bd8befd.png
- { \frac { 8 \pi } { 1 5 } } < \mathrm { a r g } ( \eta ) < { \frac { 8 \pi } { 1 5 } },3d0907a003.png
"( c _ { 0 } ^ { ( 1 ) } + c _ { 0 } ^ { ( 2 ) } + c _ { 0 } ^ { ( 3 ) } ) | V _ { 3 } \rangle = 0 , \ \ c _ { 0 } | I \star A \rangle = | I \star ( c _ { 0 } A ) \rangle , \ \ \forall A",3077534c40.png
\tilde { R } _ { \xi } ^ { + } = \operatorname* { l i m } _ { q \to 1 } \left[ \frac { \alpha ( 2 - \alpha ) ( 1 - \alpha ) \mathcal { A } _ { f } } { ( q - 1 ) } \right] ^ { \frac { 1 } { 2 } } \xi _ { 0 } ^ { + } .,a7379b2793.png
"m _ { j } = 8 \, p ^ { \frac { r } { 6 s } } \left\{ \sum _ { a } \operatorname { s i n } \frac { a \pi } { g } + \frac { 4 } { 3 } ( p ^ { \frac { r } { 6 s } } ) ^ { 2 } \sum _ { a } \operatorname { s i n } ^ { 3 } \frac { a \pi } { g } + \ldots \right\} ,",1c7a5e88b7.png
J _ { \mu } = \epsilon _ { \mu \nu \rho } x ^ { \nu } p ^ { \rho } + S c ^ { 2 } \frac { p _ { \mu } } { \sqrt { p ^ { 2 } } },45deabb336.png
{ \cal F } = - { \frac { 1 } { \sqrt { c _ { 0 } } g ^ { 2 } ( 1 + \gamma ) } } ( 1 - 2 g ^ { 2 } | \phi | ^ { 2 } ) ^ { ( \gamma + 1 ) / 2 },3db78b4714.png
{ \Lambda } ( l ) = \frac { 1 } { N } { \times } ( ~ M i n i m u m ~ o f ~ s _ { F } ),179ee2322b.png
"\frac { \partial S } { \partial \xi } = \int d ^ { 3 } x d ^ { 3 } y \, A _ { i } ^ { A } ( x ) W ( x - y ) \partial _ { i } D _ { j } ^ { A B } \frac { \delta S } { \delta A _ { j } ^ { B } ( y ) } .",5b6a5cc6a5.png
G _ { a b } = \frac { 1 } { \sqrt { - g } } \left( \frac { \partial { \cal L } _ { 1 } } { \partial g ^ { a b } } - \partial _ { c } \frac { \partial { \cal L } _ { 1 } } { \partial ~ \partial _ { c } g ^ { a b } } \right) .,4b71e59fcd.png
( \bar { \varepsilon } _ { + } ^ { a } ) ^ { \dagger } ( \bar { \varepsilon } _ { - } ^ { a } ) = 0 ; \hspace { 1 . 0 c m } ( \bar { \varepsilon } _ { + } ^ { a } ) ^ { \dagger } ( \bar { \varepsilon } _ { + } ^ { a } ) = ( \bar { \varepsilon } _ { - } ^ { a } ) ^ { \dagger } ( \bar { \varepsilon } _ { - } ^ { a } ) = 1 .,42458ec06a.png
"[ T _ { i } , T _ { j } ] = c _ { i j k } T _ { k } \ , \quad [ T _ { i } , T _ { j } ^ { \prime } ] = c _ { i j k } T _ { k } ^ { \prime } \ , \quad [ T _ { i } ^ { \prime } , T _ { j } ^ { \prime } ] = - c _ { i j k } T _ { k } \ .",2480e734be.png
"( 1 - \gamma ^ { 1 } ) k _ { n } ( 0 , x ^ { \prime } ) = \left( \begin{array} { c c } { 1 } & { i } \\ { - i } & { 1 } \\ \end{array} \right) k _ { n } ( 0 , x ^ { \prime } ) = 0 .",688672b558.png
\tilde { \Gamma } ( x ) = \frac { ( 2 \pi ) ^ { 4 } } { ( x ^ { 2 } ) ^ { 2 } },5318f845f6.png
f ( Q ) = F ( u ) : = \frac { 1 } { 4 0 } ( u - 6 ) ( u - 1 2 ) ( u - 1 5 ),b18a1fb447.png
"\tilde { Z } _ { i j } = i \sigma _ { 2 } \left( \begin{array} { l l } { | Z | } & { 0 } \\ { 0 } & { | Z | } \\ \end{array} \right) \ , \qquad \tilde { Z } _ { i j } = i \sigma _ { 2 } \left( \begin{array} { l l l l } { | Z | } & { 0 } & { 0 } & { 0 } \\ { 0 } & { | Z | } & { 0 } & { 0 } \\ { 0 } & { 0 } & { | Z | } & { 0 } \\ { 0 } & { 0 } & { 0 } & { | Z | } \\ \end{array} \right) \ ,",4b2b463726.png
"\vert \Psi ( t ) \rangle = \sum _ { n } C _ { n } \vert e _ { n } , t \rangle e ^ { i \int d t \langle e _ { n } , t \vert i \frac { \partial } { \partial t } - \hat { H } \vert e _ { n } , t \rangle } .",4ef383bf1c.png
"Z _ { 3 } = \frac { ( m L ) ^ { 3 } } { 3 ! } I _ { 1 } ^ { 4 } - \frac { ( m L ) ^ { 2 } } { 2 } I _ { 1 } I _ { 2 } + \frac { ( m L ) } { 3 } I _ { 3 } \, \, \, ,",7b2a0c1fb6.png
"a _ { i } a _ { j } ^ { \dagger } - \hat { q } a _ { j } ^ { \dagger } a _ { i } = \delta _ { i j } , \qquad \hat { q } | \pm > = \pm 1 | \pm > .",c58200df88.png
\left( \begin{array} { c c } { - \operatorname { c o s } 2 \phi } & { - \operatorname { s i n } 2 \phi } \\ { \operatorname { s i n } 2 \phi } & { - \operatorname { c o s } 2 \phi } \\ \end{array} \right),6c24ee49a0.png
"\tilde { A } _ { l } ( { \bf x } ) = A _ { l } ( { \bf x } ) ,",497b674d2d.png
"\vert \nu _ { A } \rangle = { \frac { 1 } { \sqrt { 1 + \vert \nu _ { A } \vert ^ { 2 } } } } \left( \begin{array} { c } { - \nu _ { A } } \\ { 1 } \\ \end{array} \right) \quad , \quad \langle \nu _ { A } \vert = { \frac { 1 } { \sqrt { 1 + \vert \nu _ { A } \vert ^ { 2 } } } } \Bigl ( - \nu _ { A } ^ { * } \; \quad \; 1 \Bigr ) \; .",1ba3ebbf0c.png
